X,Y,Z,Al_%,Si_%,S_%,K_%,Ca_%,Ti_%,V_%,Mn_%,Fe_%,Ni_%,Cu_%,Zn_%,As_%,Y_%,Sr_%,Zr_%,Pb_%,Rb_%,Bi_%,U_%,Co_%
0.6,2.4,2.439,0,3.0045,2.0811,0.6682,11.0805,0.0999,0.0414,0.5746,0.7503,0.0088,0,0.0094,0.0024,0.0198,0.0199,0.0058,0.0412,0.0146,0.0393,0,0.01
0.8,2.4,2.439,4.1109,4.1603,2.4275,0.6959,10.5884,0.0691,0.0287,0.452,0.524,0.005,0,0.0045,0.0086,0.0111,0.0123,0.0166,0,0.013,0,0.0459,0
1,2.4,2.439,5.9144,1.8098,2.199,0.6712,10.3662,0.0746,0.0511,0.4613,0.5589,0.0063,0,0.005,0.0031,0.0308,0.013,0.0275,0.0176,0,0,0.0817,0.0076
1.2,2.4,2.439,5.1213,0,1.9614,0.6471,10.8325,0.078,0.045,0.5591,0.6466,0.0154,0,0.0088,0,0.0163,0.0211,0.0244,0.0105,0.0094,0.0182,0.0473,0.0062
1.4,2.4,2.439,6.928,2.026,1.3794,0.7594,10.0632,0.1017,0.0346,0.5178,0.6748,0.0156,0,0,0.0008,0.0115,0,0.016,0.0172,0.0036,0.0115,0.102,0.0057
1.6,2.4,2.439,13.2817,4.2149,2.6031,0.7724,9.7308,0.066,0.0607,0.394,0.5326,0.0101,0,0.0081,0.0018,0.0123,0.0208,0.0086,0.0303,0.015,0.0054,0.057,0.0035
1.8,2.4,2.439,8.0131,4.4873,2.2253,0.6996,10.4008,0.0657,0.064,0.4419,0.5247,0.0199,0,0,0,0.0052,0.0206,0.0253,0.0242,0.0025,0.0163,0.058,0.0004
2,2.4,2.439,7.4824,3.1514,2.3035,0.7174,10.2942,0.0728,0.0658,0.4448,0.6087,0.009,0,0.0029,0,0.0272,0.0314,0.0099,0.03,0,0.0258,0.084,0.0006
2.2,2.4,2.439,1.5063,2.8817,1.9856,0.7061,10.4585,0.0916,0.0865,0.5546,0.6652,0.0222,0.0062,0.0091,0.005,0.0203,0.0196,0.0277,0.0279,0.0251,0.0329,0.0859,0.0074
2.4,2.4,2.439,18.118,4.935,2.4248,0.6932,9.5786,0.056,0.0769,0.3733,0.4735,0.0047,0,0.0071,0,0.0178,0.0096,0.0111,0.011,0,0,0.0192,0.0027
2.6,2.4,2.439,2.0607,3.2537,1.6399,0.7501,10.6243,0.1163,0.1057,0.5801,0.6806,0.0161,0,0.0044,0.0067,0.0087,0.017,0.0338,0.0203,0.0142,0.0353,0.1133,0.0008
2.8,2.4,2.439,8.5277,3.7257,1.7185,0.8666,9.6383,0.0788,0.1154,0.431,0.5986,0.0138,0.0035,0.0078,0.0015,0.0048,0.0391,0.0243,0.0258,0.0021,0,0.0432,0.0047
3,2.4,2.439,0,3.0078,1.2059,0.8691,10.3702,0.1072,0.2038,0.6477,0.8104,0.0201,0,0,0.004,0.0231,0.0362,0.0506,0.0392,0.0136,0.0096,0.0638,0.0082
3.2,2.4,2.439,0,2.0024,1.1818,0.8549,10.8044,0.1064,0.2573,0.694,0.7857,0.0262,0,0.0113,0.0243,0.0395,0.0202,0.0391,0.0146,0,0.0405,0.1386,0
3.4,2.4,2.439,0,5.1776,0.3204,1.0121,9.2062,0.127,0.3509,0.6574,0.9778,0.0314,0.0036,0.0133,0,0.0221,0.0315,0.0271,0.0255,0.0147,0.0241,0.1719,0.0134
3.6,2.4,2.439,0,5.1587,0.0467,1.0677,5.9104,0.1436,0.4089,0.5235,1.2239,0.0408,0,0.0111,0.0296,0.0059,0.0207,0.0318,0.0328,0.0089,0.0347,0.0291,0.0168
3.8,2.4,2.439,6.829,4.8759,0,1.0432,9.1935,0.1126,0.3163,0.507,0.7886,0.0233,0.0043,0.0104,0.0009,0.0163,0.0195,0.0191,0.0246,0.0086,0.0116,0.072,0.0022
4,2.4,2.439,6.4165,8.7203,0,1.1691,8.3129,0.1346,0.3003,0.4894,0.8011,0.0213,0,0.0059,0.0055,0.0128,0.0147,0.0062,0.0169,0.0077,0.0162,0.1083,0.0047
4.2,2.4,2.439,7.1393,4.4426,0,1.0665,9.2086,0.1337,0.3006,0.5229,0.7711,0.0176,0,0.0119,0,0.0179,0.0116,0.0258,0.0235,0.0027,0.0134,0.0803,0.0053
4.4,2.4,2.439,2.6516,4.8163,0.0746,1.0734,9.4078,0.1357,0.31,0.5912,0.8721,0.0204,0.0045,0.003,0.0126,0.0112,0.0199,0.014,0.0209,0.0124,0.0072,0.0451,0.0023
4.6,2.4,2.439,7.9178,6.3122,0,1.0662,9.4129,0.1142,0.2253,0.5258,0.6714,0.0152,0.0049,0.0048,0.0076,0.0237,0.0084,0.0349,0,0.0024,0.0221,0.0823,0.0048
4.8,2.4,2.439,13.6611,4.2959,0.0325,1.1163,8.4861,0.1222,0.2178,0.4489,0.7431,0.018,0,0.0025,0.001,0.0082,0.0178,0.0316,0.0246,0.0025,0.0071,0.0482,0.0033
5,2.4,2.439,2.5374,5.3304,0,1.0471,9.1862,0.1495,0.2335,0.5419,0.943,0.0185,0,0.0098,0.0112,0.0128,0.0262,0.0038,0.0217,0.0074,0.0422,0.0393,0.0078
5.2,2.4,2.439,3.7679,3.4242,0,0.9146,10.4122,0.1206,0.1682,0.5688,0.7711,0.0188,0,0.0107,0.0029,0.0191,0.0287,0.0318,0.012,0.0141,0.0158,0.0947,0.0038
5.4,2.4,2.439,7.3494,4.8081,0,1.0486,8.896,0.1667,0.162,0.5052,0.8383,0.0082,0,0.0027,0.0165,0.0077,0.0169,0.0145,0,0.0086,0.0079,0.0391,0
5.6,2.4,2.439,5.6523,9.2879,0,1.0355,7.2673,0.1276,0.1221,0.3929,0.8988,0.0105,0,0.011,0.0092,0.0077,0.032,0.022,0,0.0108,0.0152,0.0577,0.0023
5.8,2.4,2.439,16.5686,6.7033,0,0.9855,9.0201,0.1096,0.1208,0.4079,0.6382,0.0078,0.0021,0,0.005,0.0054,0.0088,0.015,0.0109,0.0063,0.0257,0.0303,0.0077
6,2.4,2.439,1.6277,5.4229,0,1.1007,9.6134,0.1221,0.1386,0.5588,1.0174,0.0198,0,0.0095,0.0059,0.0131,0.0301,0.0125,0.0268,0.018,0.0088,0.0517,0.0061
6.2,2.4,2.439,5.2181,5.0755,0,0.9816,9.2221,0.1363,0.1205,0.5413,0.9305,0.0141,0,0.0104,0.0167,0.0216,0.0056,0.0186,0.0134,0,0.0137,0.1434,0.0032
6.4,2.4,2.439,15.0757,2.9009,0,0.943,9.8189,0.0868,0.0879,0.4755,0.6216,0.0103,0,0.0075,0.0074,0,0.01,0.0342,0,0.0055,0.0145,0.0579,0.0019
6.6,2.4,2.439,11.2802,4.7731,0,0.9249,9.542,0.1,0.0769,0.4547,0.6197,0.0081,0,0,0.014,0.0097,0.0124,0.0131,0,0.0069,0.0064,0.0278,0
6.8,2.4,2.439,0.1607,2.6446,0,0.9268,11.163,0.1486,0.0886,0.7042,0.9125,0.0168,0,0.0086,0,0.0347,0.0437,0.0126,0.0271,0,0.017,0.1299,0.0026
7,2.4,2.439,1.6885,0,0,0.7953,10.9639,0.1453,0.0925,0.7891,1.0524,0.0172,0,0.0052,0.0135,0.0083,0.036,0.0205,0.0172,0.0166,0.0156,0.0792,0
7.2,2.4,2.439,12.4386,5.6135,0,0.9112,10.4412,0.0991,0.0535,0.4997,0.5489,0,0,0,0,0.0069,0.0096,0.0124,0.0117,0.0106,0.0261,0.0827,0.0012
7.4,2.4,2.439,0,5.3898,0,1.0093,10.3051,0.1509,0.0865,0.5927,0.9449,0.0088,0.0032,0.0126,0,0.0028,0.0417,0.0274,0.0565,0.0208,0.0123,0.0621,0.0053
7.6,2.4,2.439,2.4477,3.8718,0,0.9257,9.3979,0.3278,0.0729,0.5651,0.8975,0.0021,0.0047,0.0112,0.0056,0.0135,0.0279,0.0309,0.0161,0.0092,0.0216,0.0688,0.0108
7.8,2.4,2.439,9.13,5.7174,0,0.9395,9.7182,0.1017,0.0411,0.4936,0.645,0.013,0,0,0,0.0193,0.0044,0.0129,0.0166,0.0039,0.0131,0.0361,0.0028
8,2.4,2.439,0,4.5921,0,0.9366,10.7118,0.1483,0.0489,0.663,0.8676,0.014,0.0043,0.0117,0.0165,0.0258,0.0181,0.0394,0,0,0,0.1631,0
8.2,2.4,2.439,13.7434,6.3474,0,0.9387,10.2315,0.1054,0.057,0.4614,0.5719,0.003,0,0.0064,0,0.0129,0.0253,0.0269,0.008,0,0,0.0341,0.0019
8.4,2.4,2.439,10.2591,6.0112,0.2086,0.8175,10.554,0.0898,0.0373,0.4509,0.5634,0.0057,0,0.0065,0,0.0148,0.0236,0.008,0.0138,0.0189,0.0297,0,0.0058
8.6,2.4,2.439,9.6935,4.0783,0.0463,0.8237,10.7404,0.0829,0.0304,0.4776,0.5703,0.0069,0.0024,0.0029,0,0.0191,0.0128,0.0124,0.0134,0,0.0175,0.0211,0.0055
8.8,2.4,2.439,10.7664,3.3953,0.0352,0.7634,11.115,0.1148,0.0421,0.4816,0.5952,0.0096,0,0.0073,0,0.0082,0.0249,0.023,0.0164,0.0059,0.0258,0.0708,0.0043
9,2.4,2.439,0.1832,2.8485,0.0615,0.8034,10.3598,0.1462,0.0495,0.6921,0.9812,0.0075,0,0.0074,0,0.0243,0.005,0.0527,0,0.0154,0.0436,0.1453,0.0012
9.2,2.4,2.439,9.9273,3.9923,0.0346,0.643,11.3488,0.0647,0.0234,0.4766,0.5556,0.0012,0,0,0,0.0096,0.0076,0.0074,0.0175,0.0183,0.0104,0.0577,0.001
9.4,2.4,2.439,0,2.2793,0,0.8096,11.0606,0.135,0.0349,0.9702,0.9586,0.0101,0,0.0118,0,0.0127,0.0074,0.0387,0,0.0092,0,0.0963,0.0034
9.6,2.4,2.439,2.9859,6.3198,0,0.9567,6.887,0.1445,0.0297,0.5536,1.2134,0.0066,0.002,0.0104,0.0034,0.0135,0.0203,0.0238,0.0047,0.002,0.0394,0.1431,0.005
9.8,2.4,2.439,7.8386,4.6794,0.0351,0.5638,9.9109,0.0735,0.0183,0.7814,0.7,0.0037,0,0.0051,0,0.009,0.0235,0.0281,0.0201,0.0193,0.0102,0.0538,0.006
0,2.6,2.439,4.1698,3.3711,2.7592,0.7451,10.0857,0.082,0.0369,0.4436,0.5404,0,0.0048,0.0039,0,0.008,0.0313,0.0371,0.0198,0.0116,0.0137,0.0924,0.0031
0.2,2.6,2.439,0,2.9331,2.2068,0.7139,11.0198,0.0991,0.0488,0.5565,0.7329,0,0,0.0126,0,0.056,0.0328,0.0284,0.0061,0.0102,0.018,0.1243,0.0021
0.4,2.6,2.439,15.3877,1.5605,2.3482,0.663,9.8419,0.0749,0.0298,0.3774,0.4833,0.0073,0.0017,0.0019,0.0013,0.0189,0.0114,0.0173,0.0067,0.0137,0.0165,0.0323,0.0068
0.6,2.6,2.439,4.6726,1.9821,2.3565,0.628,10.7305,0.0936,0.0402,0.4971,0.6385,0.0035,0,0,0,0.0235,0.0202,0.0195,0.0199,0.01,0,0.1847,0.0016
0.8,2.6,2.439,0,1.6622,1.4311,0.6855,10.5796,0.1047,0.043,0.6504,0.7524,0.0077,0,0.0116,0,0.0107,0.0358,0.038,0.0262,0.014,0.0163,0,0.0043
1,2.6,2.439,3.5466,3.0425,2.0106,0.7347,10.5944,0.0774,0.0399,0.5218,0.7038,0.0127,0,0.009,0.0035,0.0147,0.0308,0.0153,0.0191,0,0,0.1245,0.0043
1.2,2.6,2.439,14.6678,2.9934,1.7671,0.7765,9.6656,0.071,0.0434,0.4279,0.5236,0.0038,0,0.0084,0.0062,0.0104,0.0154,0.0104,0.0059,0.0101,0.0058,0.0813,0.0025
1.4,2.6,2.439,0,1.6415,1.5387,0.745,10.9257,0.1019,0.0814,0.6361,0.8599,0.0211,0.0058,0.0152,0.0068,0.0154,0.017,0.0234,0,0,0,0.2094,0.0027
1.6,2.6,2.439,6.8285,2.8009,2.3916,0.7067,10.18,0.077,0.0586,0.457,0.5439,0.0123,0,0.0045,0.0021,0.011,0.0162,0.0116,0.0239,0.0139,0.0128,0.0385,0.0059
1.8,2.6,2.439,10.9855,1.2466,2.2161,0.7032,10.0185,0.0704,0.053,0.4276,0.5441,0.0043,0,0.0033,0.0111,0.0165,0.0094,0,0,0.0129,0,0.0299,0.003
2,2.6,2.439,4.7827,4.0507,2.045,0.7684,9.7837,0.0915,0.0794,0.4981,0.6388,0.0131,0,0.0057,0.0172,0.0232,0.0122,0.0141,0.0148,0,0.01,0.0367,0.003
2.2,2.6,2.439,4.8625,2.256,1.2467,0.7926,10.4707,0.1023,0.0808,0.5534,0.6235,0,0,0.0078,0.0162,0.0156,0.0185,0.0187,0,0,0,0.0629,0.0047
2.4,2.6,2.439,2.9813,2.9871,1.5745,0.7604,9.9199,0.0925,0.1123,0.5498,0.6529,0.0103,0,0.0127,0,0.0138,0.0134,0.024,0.0252,0.0122,0.0148,0.0741,0.0028
2.6,2.6,2.439,1.5135,3.6956,1.898,0.7757,9.9048,0.1026,0.1594,0.6088,0.6923,0.0256,0.0028,0.0118,0.0212,0.01,0.0264,0.0147,0,0.0154,0.0151,0.0784,0.0063
2.8,2.6,2.439,0,2.141,1.3741,0.9005,10.1948,0.1314,0.2502,0.6647,0.8357,0.0274,0,0.0095,0.0197,0.0162,0.024,0.0085,0.0174,0.0241,0.0213,0.1121,0.0061
3,2.6,2.439,4.191,5.2627,1.3312,0.9139,9.4152,0.1022,0.2447,0.5139,0.6894,0.0248,0.0022,0.0095,0.0051,0.0135,0.0211,0.0293,0.0291,0,0.0054,0.0955,0.0085
3.2,2.6,2.439,3.851,4.1645,0.5364,0.8632,9.1195,0.1132,0.3461,0.5784,0.7919,0.0319,0,0.0086,0.0086,0.0308,0.0313,0.0124,0.033,0.0081,0,0.0622,0.0116
3.4,2.6,2.439,5.2368,6.3222,0.0755,1.0046,7.5922,0.1387,0.369,0.4723,0.8794,0.0294,0.0049,0.0358,0.0081,0.009,0.0151,0.0216,0.0052,0.0107,0.0125,0.1253,0.006
3.6,2.6,2.439,15.5429,4.999,0.0942,1.03,5.7163,0.1031,0.3764,0.4065,0.8538,0.0316,0.0039,0.0066,0.0233,0.0124,0.0029,0.0018,0.0105,0.0046,0,0.0215,0.0117
3.8,2.6,2.439,15.5574,4.893,0,0.9262,9.4406,0.0801,0.3589,0.4537,0.5085,0.0197,0.0037,0.0075,0.0028,0.0044,0.0148,0.0102,0.013,0.0111,0,0.0255,0.0024
4,2.6,2.439,3.2522,3.286,0,1.1136,9.4537,0.1363,0.5567,0.7141,0.9897,0.0173,0,0.011,0.0147,0.0132,0.0139,0.0167,0,0.026,0.0307,0.1063,0.0046
4.2,2.6,2.439,11.044,4.9711,0,1.0777,8.779,0.1354,0.3658,0.4608,0.687,0.0116,0,0.0084,0,0.0221,0.0123,0.0155,0.013,0.0104,0.0366,0.0649,0.0017
4.4,2.6,2.439,12.2151,6.6421,0,1.0969,8.8306,0.1033,0.3708,0.4361,0.6496,0.0115,0,0,0.0039,0.0081,0.0113,0.0088,0.0089,0,0.014,0.0737,0.0047
4.6,2.6,2.439,7.6576,5.0676,0.0194,1.084,8.9229,0.1279,0.3584,0.4917,0.7578,0.0163,0,0.0081,0.011,0.016,0.0361,0.012,0.0101,0.0081,0.0261,0.1016,0.0067
4.8,2.6,2.439,0,3.8947,0,1.0037,9.6854,0.1304,0.3597,0.6744,1.0134,0.0272,0,0.0243,0,0.0315,0.0147,0.0416,0.0205,0.0102,0,0.071,0.0028
5,2.6,2.439,5.7401,3.8268,0.0445,0.9912,8.8612,0.1483,0.2406,0.4936,0.8835,0.0193,0,0.0172,0,0.022,0.0165,0.0212,0.0259,0,0,0.0435,0.0019
5.2,2.6,2.439,4.5956,5.5964,0,1.0439,9.0624,0.1464,0.2234,0.5367,0.8515,0.016,0,0.0111,0,0.0253,0.0375,0.0291,0.0327,0.0176,0.0275,0.0846,0
5.4,2.6,2.439,6.6657,4.4718,0.0682,0.9986,9.5742,0.136,0.1832,0.5342,0.7518,0.0071,0,0,0,0.0117,0.0095,0.0024,0.0288,0.0108,0,0.1096,0.0082
5.6,2.6,2.439,8.8374,8.0886,0.0123,1.0462,8.2861,0.1304,0.1373,0.4367,0.7683,0.011,0.0022,0.0119,0,0.0066,0.0251,0.0043,0.0106,0.0193,0.013,0.0726,0.0081
5.8,2.6,2.439,2.7514,4.4214,0,1.0226,9.0016,0.1617,0.1814,0.5714,1.0084,0.023,0,0,0.0087,0.0507,0.0236,0.044,0.0202,0,0.0115,0.1266,0.0081
6,2.6,2.439,5.4989,4.3441,0,1.0766,9.4781,0.1256,0.1297,0.5351,0.7338,0.0093,0,0.0038,0.0036,0.0045,0.0274,0.0321,0.0143,0,0.0129,0.0528,0.007
6.2,2.6,2.439,0,4.9038,0,1.0419,9.9199,0.1927,0.1374,0.6573,1.0467,0.0136,0,0.0111,0,0.0165,0.0284,0.0304,0.0407,0,0.0343,0.1468,0.007
6.4,2.6,2.439,0,2.0768,0,0.7886,10.9453,0.1391,0.131,0.768,0.9615,0.0197,0.0028,0.0095,0,0.0297,0.0063,0.0189,0.0192,0.0165,0.0417,0.0946,0.0072
6.6,2.6,2.439,5.7647,2.8751,0,0.8591,10.6867,0.102,0.0827,0.5754,0.6971,0.0083,0.004,0.011,0,0.0072,0.0129,0.0213,0.0329,0,0.034,0.0569,0.0071
6.8,2.6,2.439,18.1052,4.2797,0,0.8628,10.2743,0.1207,0.0494,0.4089,0.5249,0.0075,0,0,0.0043,0.0086,0.0172,0.0204,0.0096,0.012,0.0059,0.0675,0.0063
7,2.6,2.439,1.4272,3.2453,0.0468,0.7794,11.4734,0.1287,0.0746,0.6937,0.7408,0.0074,0.0062,0.0081,0,0.0214,0.0277,0.0431,0.0359,0.0042,0.0348,0.0486,0.0099
7.2,2.6,2.439,12.1362,4.7242,0.0511,0.8953,10.3593,0.1006,0.0529,0.472,0.5865,0,0,0.0042,0,0.0137,0.0214,0.0193,0.0131,0.0047,0,0.0415,0.005
7.4,2.6,2.439,11.8291,6.0875,0,1.0676,8.6091,0.1174,0.0601,0.4356,0.6614,0.005,0,0.026,0.0043,0.0096,0.0027,0.0125,0.0115,0.0113,0.0047,0.0438,0.0042
7.6,2.6,2.439,11.2145,6.0418,0,1.0061,9.0228,0.1067,0.0561,0.4406,0.6773,0.0032,0,0.0109,0.0069,0.0118,0.0137,0.0269,0,0.0063,0,0.0752,0.0008
7.8,2.6,2.439,0,2.8019,0,0.9978,9.9735,0.2418,0.0761,0.7671,1.0438,0.0105,0.0027,0.0029,0.0196,0.0611,0.0254,0.0368,0.0058,0.0123,0.0346,0.0598,0.0089
8,2.6,2.439,7.3057,5.0429,0.0515,0.9025,9.6707,0.1012,0.0477,0.4966,0.6293,0.0074,0.0019,0.0029,0,0.0218,0.0114,0.0059,0.0093,0.0114,0,0.0376,0.0027
8.2,2.6,2.439,3.9923,5.0487,0,0.9316,9.8209,0.116,0.0471,0.6156,0.7364,0.0025,0,0.0045,0,0.0221,0.0298,0.0144,0.0311,0.0062,0.0231,0.04,0.0044
8.4,2.6,2.439,9.2193,3.7909,0.0928,0.9,10.0101,0.1069,0.0442,0.5028,0.7238,0.0079,0,0.0035,0.0056,0.0064,0,0.0235,0,0,0.0198,0.0267,0.0013
8.6,2.6,2.439,0,2.1797,0.1251,0.7423,11.5318,0.1376,0.052,0.7319,0.8407,0.0034,0,0.0092,0.0026,0.0281,0.0491,0,0.0088,0.018,0.0205,0.1266,0.0007
8.8,2.6,2.439,4.5313,3.5354,0.0922,0.8182,10.722,0.1094,0.0417,0.5589,0.6938,0.0068,0,0.0054,0,0.0074,0.0198,0.0048,0.024,0.017,0,0.0288,0
9,2.6,2.439,3.7823,4.688,0,0.8093,10.8595,0.1218,0.0382,0.574,0.7002,0.0072,0,0.0074,0.008,0.0241,0.0213,0.0201,0,0.0032,0.0277,0.1624,0.0016
9.2,2.6,2.439,2.1818,2.0024,0.1153,0.7925,11.0673,0.1135,0.0427,0.7233,0.8887,0.0041,0,0.0084,0,0.0111,0.0119,0.0136,0.015,0,0.0303,0.1564,0.0015
9.4,2.6,2.439,3.5309,3.7303,0.0303,0.9065,10.0896,0.13,0.0321,0.5997,0.9816,0,0,0.0098,0.0084,0.0351,0.032,0.031,0.0155,0.008,0,0.0972,0
9.6,2.6,2.439,2.4944,4.8177,0,0.9756,8.6837,0.1832,0.0361,0.6039,1.4179,0.0034,0.003,0.0146,0.0109,0.0086,0.0216,0.0098,0.0082,0.007,0.0135,0.0975,0.0058
9.8,2.6,2.439,10.0057,7.4214,0.0825,0.7412,8.5019,0.1044,0.0298,0.6418,0.833,0.0056,0.0022,0.005,0,0.0118,0.0221,0.0259,0.0249,0.0054,0.0085,0.0556,0.0047
0,2.8,2.439,4.1015,2.0367,2.6505,0.6664,10.2069,0.1181,0.0337,0.4571,0.6095,0.0029,0,0.0062,0.009,0.0372,0.0109,0.0255,0,0.0085,0.0111,0.0404,0
0.2,2.8,2.439,12.1672,2.6128,1.5408,0.6082,10.0436,0.0699,0.0259,0.4228,0.6005,0.0082,0,0,0,0.0143,0.0269,0.0252,0.0199,0.0018,0.0095,0.023,0.0063
0.4,2.8,2.439,1.7444,2.5125,1.9679,0.6294,10.4424,0.1298,0.0461,0.5442,0.6622,0.0079,0,0.0042,0,0.0382,0.0115,0.0172,0.0195,0.0053,0.0235,0.0438,0.0013
0.6,2.8,2.439,5.5128,0.9265,1.9244,0.6118,10.5087,0.0784,0.047,0.4876,0.5565,0.0077,0.0068,0,0,0.0127,0.0159,0.0285,0.0141,0.0087,0.0129,0.0743,0.0014
0.8,2.8,2.439,17.0325,3.8979,1.9645,0.7242,10.1822,0.0587,0.0306,0.4019,0.4442,0.0062,0,0.0022,0,0,0.016,0.0163,0.0074,0.0034,0.0095,0.0198,0
1,2.8,2.439,7.6368,1.2863,2.0265,0.696,10.7354,0.0831,0.0346,0.4943,0.5547,0.0054,0,0.0117,0.0063,0.0037,0.0193,0.0401,0.0055,0,0,0.1022,0.0077
1.2,2.8,2.439,6.0809,2.4463,2.3524,0.7588,10.0308,0.1151,0.0509,0.4635,0.6263,0.0029,0,0,0,0.0289,0.0239,0.0166,0.0125,0.021,0.0184,0.0674,0
1.4,2.8,2.439,7.8991,3.087,2.4118,0.7403,10.0156,0.08,0.0546,0.4464,0.5712,0.0068,0,0,0.0193,0,0.0066,0.0205,0.0088,0.0132,0.017,0.1077,0.0027
1.6,2.8,2.439,11.7095,0.5706,2.1962,0.7056,9.7399,0.0848,0.063,0.4406,0.5155,0.0071,0,0.0051,0,0.0119,0.015,0.012,0.0142,0,0.0131,0.059,0.0034
1.8,2.8,2.439,7.9753,3.5879,2.0362,0.7148,9.9664,0.0772,0.0641,0.4712,0.5389,0.0164,0,0,0.0027,0.004,0.0051,0.0227,0.0072,0.0082,0,0.0408,0.0017
2,2.8,2.439,7.7611,1.8134,1.7715,0.7005,9.4581,0.0916,0.0901,0.4736,0.6162,0.0154,0,0.0128,0,0.036,0.0046,0.0208,0.0219,0.0105,0.0199,0.06,0.0032
2.2,2.8,2.439,0,2.4923,1.0856,0.825,10.4082,0.1468,0.1288,0.6496,0.8847,0.0153,0,0.0084,0.003,0.0229,0.0205,0.0205,0.0339,0,0.0106,0.0846,0.0045
2.4,2.8,2.439,13.6526,3.6117,1.56,0.8236,9.2913,0.0784,0.1461,0.4249,0.5405,0.0147,0.0024,0.0086,0.0133,0.0242,0.0155,0.0136,0.0127,0.0054,0.0158,0.1264,0.0053
2.6,2.8,2.439,21.8647,5.1117,1.0241,0.884,8.8737,0.0631,0.1638,0.3659,0.4239,0.0105,0.0017,0.0043,0,0.0089,0.0044,0.0094,0.0151,0.0043,0.019,0.0832,0.01
2.8,2.8,2.439,7.3308,4.3188,0.3861,0.9232,9.6424,0.107,0.2719,0.4749,0.6205,0.0186,0,0.0051,0.0024,0.0222,0.0284,0.02,0,0,0.0056,0.0144,0.0041
3,2.8,2.439,8.7091,4.9939,0.4142,0.7935,6.7874,0.0892,0.3264,0.4046,1.7536,0.0268,0.0022,0.0076,0.0121,0.0247,0.0232,0.01,0.0058,0,0.0094,0.0683,0.0051
3.2,2.8,2.439,4.3959,6.9625,0.1036,1.0236,7.2133,0.1292,0.5682,0.5048,0.9251,0.0315,0.0038,0.0022,0.009,0.0171,0.018,0.0301,0.0386,0.0152,0,0.0993,0.0079
3.4,2.8,2.439,2.9648,7.2369,0.0555,1.0007,5.6431,0.1404,0.6573,0.412,1.1699,0.032,0.0088,0.0173,0.005,0.0165,0.0126,0.0127,0.0226,0.0065,0.0125,0.0688,0.0113
3.6,2.8,2.439,9.2015,4.817,0,1.15,7.498,0.1321,0.7547,0.5114,0.8533,0.0328,0.0079,0.0073,0.0126,0.0402,0.0114,0.0109,0.0209,0.0039,0.0115,0.0981,0.0087
3.8,2.8,2.439,4.4236,6.3236,0,1.1107,7.9863,0.0948,0.7778,0.5043,0.719,0.0301,0.0086,0.0171,0,0.0114,0.0184,0.0221,0.0144,0,0.0135,0.1809,0.009
4,2.8,2.439,2.5924,3.5336,0,1.1526,8.6631,0.106,0.866,0.5905,0.9044,0.0347,0.0102,0.0126,0.0108,0.02,0.0377,0.0404,0.0269,0,0.036,0.0868,0.0032
4.2,2.8,2.439,15.8403,6.667,0,1.0095,9.1898,0.0895,0.5088,0.4144,0.4999,0.0201,0.0047,0.0066,0.0012,0.0086,0.0122,0.0176,0.024,0.0043,0.0165,0.0566,0.0085
4.4,2.8,2.439,12.3221,4.1346,0,0.9732,9.6574,0.0767,0.4681,0.465,0.539,0.0217,0.0049,0.0103,0.0008,0.0049,0.0159,0.0408,0.0165,0.0224,0.021,0.0485,0.0027
4.6,2.8,2.439,6.1141,3.9901,0.0069,1.0958,8.4477,0.1143,0.5171,0.4928,0.8186,0.0194,0,0.0078,0.0054,0.0028,0.023,0.015,0,0.0185,0,0.0387,0.0058
4.8,2.8,2.439,7.4723,4.6251,0,1.0983,8.5966,0.1218,0.4521,0.4785,0.7491,0.0189,0,0.0047,0.0005,0,0.0133,0.008,0.0119,0.0157,0.0202,0.0615,0.0029
5,2.8,2.439,12.1136,7.2403,0,1.0656,8.1196,0.135,0.3077,0.4075,0.7546,0.0216,0.0021,0.0105,0,0.019,0.0036,0.0339,0.0119,0.0075,0.0183,0.0649,0.0041
5.2,2.8,2.439,0,4.4177,0,0.9877,8.5598,0.1616,0.3091,0.5347,1.1144,0.0231,0,0.0079,0.0122,0.0274,0.0522,0.0052,0.0396,0.01,0,0.0258,0.0042
5.4,2.8,2.439,0,3.8535,0.0188,1.0272,8.7002,0.1963,0.2928,0.5922,1.2588,0.0226,0.0037,0.0225,0.006,0.0175,0.0253,0.0288,0.0292,0.0031,0.0365,0.1599,0.0047
5.6,2.8,2.439,3.0299,3.1241,0,0.9412,9.0427,0.2114,0.1986,0.6274,1.0819,0.0227,0,0.0072,0,0.0266,0.0194,0.0159,0.0203,0,0.0336,0.1744,0.0027
5.8,2.8,2.439,11.1907,7.9127,0,1.1074,7.9446,0.1512,0.1655,0.4054,0.8261,0.0145,0,0.006,0.0064,0.0127,0.0031,0.0203,0.0125,0,0.0093,0.0699,0.01
6,2.8,2.439,5.6024,5.0517,0.0435,0.9318,10.082,0.1655,0.1194,0.5307,0.746,0.0243,0,0.0042,0.0077,0.0199,0.0188,0.0345,0.0095,0.0105,0.0198,0.0996,0.0036
6.2,2.8,2.439,0,2.8109,0,0.9756,9.8349,0.1688,0.1692,0.7453,1.0724,0.0226,0,0.006,0.0134,0.0161,0.027,0.0761,0.0303,0.0235,0,0.1017,0.0026
