X,Y_c,Z,Al,Si,S,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Y,Sr,Zr,Pb,Rb,Bi,U,Co,La,Ce,maxElement,minElement,maxValue,minValue
2.4,0.1,0,2.0375,8.4327,0.0,2.1404,23.1045,0.3974,0.0835,1.4156,2.4154,0.0,0.0073,0.0367,0.031,0.0837,0.0968,0.0468,0.0784,0.0204,0.1011,0.2123,0.0162,0.0,0.0,Ca,S,23.1045,0.0
2.5,0.1,0,0.0,11.9373,0.0,2.0169,21.7339,0.4886,0.0644,1.3527,2.0637,0.0151,0.0,0.0596,0.0,0.0278,0.0,0.0582,0.0642,0.016,0.0,0.1134,0.0188,0.0,0.0086,Ca,Al,21.7339,0.0
2.6,0.1,0,40.5456,8.8643,0.0289,1.766,19.6866,0.3359,0.0464,0.8769,1.2054,0.0175,0.0,0.0,0.0077,0.0402,0.0459,0.1477,0.0,0.0091,0.0729,0.5094,0.0169,0.0,0.0,Al,Cu,40.5456,0.0
2.7,0.1,0,26.4638,11.124,0.2017,1.7494,19.1113,0.2582,0.0592,0.9188,1.2533,0.0077,0.0,0.0293,0.0295,0.0667,0.0317,0.0892,0.0132,0.0,0.0,0.1686,0.0295,0.0,0.0054,Al,Cu,26.4638,0.0
2.8,0.1,0,0.0,5.5556,0.0,1.7098,19.8246,0.3817,0.0391,1.3699,2.1093,0.0,0.0,0.019,0.0284,0.0346,0.0521,0.1531,0.0241,0.0,0.0415,0.0993,0.0358,0.0,0.0161,Ca,Al,19.8246,0.0
2.9,0.1,0,32.5167,15.336,0.0,2.009,17.4244,0.1876,0.066,0.8355,1.2784,0.0,0.0,0.0284,0.0202,0.0374,0.0196,0.0808,0.0,0.0328,0.0,0.0,0.0009,0.0,0.0,Al,S,32.5167,0.0
3.0,0.1,0,38.7838,11.0142,0.1312,2.0718,18.6407,0.1753,0.0496,0.8153,1.4247,0.0072,0.0088,0.0185,0.0418,0.0385,0.0693,0.0248,0.0,0.0092,0.0454,0.0818,0.0097,0.0079,0.0,Al,Pb,38.7838,0.0
3.1,0.1,0,20.3173,0.0,0.0241,1.9289,20.1092,0.2069,0.0437,1.0854,1.7217,0.0,0.0,0.0255,0.0892,0.0275,0.0961,0.0273,0.0,0.0619,0.0,0.0692,0.0352,0.0284,0.0483,Al,Si,20.3173,0.0
3.2,0.1,0,8.1703,8.8453,0.1067,1.9716,20.3528,0.2589,0.0752,1.1044,1.7617,0.0153,0.0074,0.0384,0.0231,0.0624,0.0569,0.1705,0.0,0.0,0.0,0.0644,0.0153,0.0,0.0275,Ca,Pb,20.3528,0.0
3.3,0.1,0,18.0858,4.8556,0.0,2.1306,19.5113,0.184,0.0971,1.0231,1.6629,0.0,0.0,0.0075,0.0366,0.0418,0.0217,0.0792,0.0,0.0414,0.0,0.3219,0.0063,0.0,0.0,Ca,S,19.5113,0.0
3.4,0.1,0,7.3312,11.5214,0.0,2.4989,20.4039,0.2395,0.0761,1.1086,1.8621,0.0195,0.0099,0.0296,0.0128,0.0374,0.0397,0.1542,0.0,0.0653,0.022,0.208,0.0318,0.0,0.0,Ca,S,20.4039,0.0
3.499,0.1,0,11.5175,14.0028,0.0,2.2307,19.8098,0.2365,0.042,0.955,1.646,0.0032,0.0041,0.0,0.0229,0.0595,0.1286,0.0242,0.0,0.0353,0.0573,0.0226,0.0043,0.0,0.0,Ca,S,19.8098,0.0
3.599,0.1,0,3.6938,6.379,0.0,2.2491,19.9145,0.2621,0.0698,1.2652,2.1633,0.0,0.0,0.0173,0.0124,0.0582,0.0633,0.0704,0.0901,0.0251,0.053,0.6527,0.0213,0.0,0.0093,Ca,S,19.9145,0.0
3.699,0.1,0,5.6245,14.6291,0.0,2.1268,18.3637,0.2568,0.0624,0.948,1.5589,0.0,0.0,0.0229,0.0,0.105,0.0,0.0897,0.0,0.0,0.0651,0.0,0.0119,0.0057,0.0335,Ca,S,18.3637,0.0
3.799,0.1,0,9.7398,13.106,0.0,2.0713,19.5076,0.2725,0.0813,0.9309,1.3807,0.0,0.0,0.0245,0.0111,0.0198,0.0735,0.0076,0.0334,0.0356,0.0327,0.2919,0.0013,0.0645,0.0,Ca,S,19.5076,0.0
3.899,0.1,0,27.2611,0.0,0.0,1.9717,20.552,0.2748,0.0727,0.9532,1.4953,0.0174,0.0042,0.0,0.0073,0.0368,0.0,0.0318,0.0,0.008,0.037,0.3472,0.0252,0.0027,0.0005,Al,Si,27.2611,0.0
3.999,0.1,0,20.4079,7.496,0.0,1.939,20.8856,0.2309,0.0636,0.9278,1.5677,0.0141,0.0,0.0,0.011,0.0,0.0365,0.0768,0.0906,0.0564,0.1363,0.4171,0.024,0.0,0.0,Ca,S,20.8856,0.0
4.099,0.1,0,3.429,12.1387,0.0,1.9926,22.2213,0.2884,0.0587,1.1404,1.8276,0.0,0.0,0.0176,0.0,0.113,0.1019,0.0768,0.0496,0.0155,0.0851,0.4738,0.0161,0.0,0.0068,Ca,S,22.2213,0.0
4.199,0.1,0,23.9606,10.6669,0.0,2.338,20.9521,0.2575,0.0757,0.8718,1.4826,0.0148,0.0076,0.0114,0.0011,0.0328,0.05,0.1286,0.0907,0.0356,0.0189,0.0,0.0054,0.0662,0.0,Al,S,23.9606,0.0
4.299,0.1,0,14.5992,8.2194,0.1741,2.2386,22.4786,0.2618,0.0675,1.0073,1.7407,0.0191,0.0,0.0391,0.0352,0.0383,0.1012,0.066,0.0,0.0416,0.0,0.2333,0.0271,0.0,0.005,Ca,Cu,22.4786,0.0
4.399,0.1,0,27.1546,7.5157,0.0,2.1913,22.5157,0.241,0.0982,0.9712,1.5026,0.004,0.0118,0.029,0.0,0.0543,0.0264,0.0377,0.048,0.0044,0.0485,0.4426,0.0098,0.0,0.0072,Al,S,27.1546,0.0
4.499,0.1,0,26.1401,8.4317,0.0,2.1377,21.828,0.2491,0.0775,0.8466,1.4233,0.0085,0.0,0.0,0.0056,0.0744,0.0,0.0285,0.0477,0.0,0.0,0.0201,0.0132,0.0113,0.0,Al,S,26.1401,0.0
4.599,0.1,0,0.0,7.7983,0.0087,2.2435,24.0938,0.4333,0.0904,1.2432,2.1574,0.0183,0.0079,0.0,0.0376,0.0961,0.1578,0.0115,0.058,0.0122,0.0,0.2813,0.0162,0.0,0.0,Ca,Al,24.0938,0.0
4.699,0.1,0,5.5584,6.165,0.0,2.0715,23.0335,0.6697,0.0874,1.1673,1.8848,0.0062,0.0,0.0363,0.0,0.078,0.0148,0.0757,0.0791,0.0396,0.0612,0.0,0.0301,0.0,0.0,Ca,S,23.0335,0.0
4.799,0.1,0,5.5745,8.2908,0.1348,2.2095,23.246,0.574,0.1103,1.1342,1.8425,0.0,0.0,0.0199,0.0,0.058,0.0635,0.2651,0.0883,0.0607,0.0,0.1604,0.0,0.0138,0.0,Ca,Ni,23.246,0.0
4.899,0.1,0,31.7776,7.8473,0.0,2.088,21.776,0.2461,0.0585,0.8247,1.3237,0.0167,0.0,0.0,0.0343,0.0626,0.0588,0.1267,0.0,0.02,0.0345,0.0422,0.011,0.0,0.0,Al,S,31.7776,0.0
4.999,0.1,0,9.3072,9.1585,0.3023,2.0845,23.7076,0.2153,0.0652,1.0565,1.7725,0.035,0.0,0.0,0.0221,0.0,0.0,0.06,0.0,0.0322,0.0392,0.2547,0.0332,0.0,0.0,Ca,Cu,23.7076,0.0
5.099,0.1,0,0.0,8.7073,0.0,2.1875,25.7337,0.2778,0.0856,1.346,2.1275,0.0,0.0,0.0233,0.0,0.0916,0.149,0.1541,0.055,0.0,0.0,0.8975,0.0133,0.0348,0.0,Ca,Al,25.7337,0.0
5.199,0.1,0,26.0728,11.2825,0.0,2.359,22.9064,0.2105,0.0667,0.8356,1.4092,0.0,0.0,0.0254,0.0203,0.0375,0.0526,0.0569,0.0178,0.0457,0.0,0.1181,0.016,0.0676,0.0,Al,S,26.0728,0.0
5.299,0.1,0,0.0,9.4421,0.0,2.2365,23.6065,0.2478,0.0967,1.184,1.9861,0.0096,0.0,0.0334,0.062,0.1008,0.0846,0.0882,0.0,0.0331,0.0707,0.3344,0.0142,0.0,0.0,Ca,Al,23.6065,0.0
5.399,0.1,0,24.868,14.205,0.0,1.9741,17.8418,0.1707,0.0552,0.6352,1.1072,0.0199,0.0,0.0102,0.0,0.0359,0.0363,0.06,0.0,0.0,0.0301,0.1543,0.0211,0.0,0.0,Al,S,24.868,0.0
5.499,0.1,0,31.2849,11.6976,0.0,1.4099,14.1188,0.0992,0.0379,0.5203,0.7921,0.005,0.0,0.0132,0.0297,0.0163,0.0299,0.0242,0.0093,0.0,0.0346,0.2102,0.009,0.0,0.0,Al,S,31.2849,0.0
5.599,0.1,0,21.6008,11.5268,0.3249,1.412,13.5835,0.1305,0.0521,0.5359,0.8125,0.0161,0.0089,0.0,0.0229,0.0564,0.013,0.0478,0.0225,0.0152,0.0,0.2214,0.0008,0.0,0.0169,Al,Zn,21.6008,0.0
5.699,0.1,0,20.5873,9.4573,0.0,1.5166,14.8899,0.1286,0.0579,0.6341,1.0118,0.0,0.0,0.0,0.0153,0.0319,0.0131,0.0752,0.0181,0.0019,0.0272,0.2029,0.0117,0.0003,0.0,Al,S,20.5873,0.0
5.799,0.1,0,9.4401,6.9321,0.0,2.2052,19.9391,0.2601,0.0989,1.0431,1.8293,0.0163,0.0,0.009,0.0342,0.1222,0.0442,0.1114,0.0333,0.0,0.0447,0.1839,0.0081,0.0,0.0015,Ca,S,19.9391,0.0
5.899,0.1,0,40.1292,0.0,0.0,2.5831,21.9754,0.3014,0.0669,0.8554,1.6558,0.0084,0.0,0.0194,0.029,0.016,0.1105,0.0863,0.0367,0.0101,0.0,0.2666,0.0,0.0,0.0052,Al,Si,40.1292,0.0
5.999,0.1,0,7.1178,6.7813,0.0,2.2659,24.3897,0.4032,0.1135,1.1721,2.1129,0.0551,0.0,0.0344,0.0,0.0659,0.0378,0.157,0.1241,0.0371,0.0,0.0,0.0355,0.006,0.027,Ca,S,24.3897,0.0
6.099,0.1,0,35.2929,7.5453,0.0441,2.6909,23.3296,0.2881,0.0724,0.8362,1.5347,0.0246,0.0,0.0072,0.0169,0.0322,0.0,0.0672,0.0222,0.0484,0.0,0.0,0.0271,0.0044,0.0,Al,Cu,35.2929,0.0
6.199,0.1,0,33.2771,8.6306,0.0,2.2453,23.5599,0.2104,0.0643,0.9018,1.4665,0.0069,0.0,0.0209,0.0,0.0836,0.0292,0.0497,0.0166,0.0166,0.0,0.0,0.0035,0.0335,0.0,Al,S,33.2771,0.0
6.299,0.1,0,0.0,0.0,0.0,2.4784,26.0958,0.3438,0.2043,1.6642,2.8627,0.0207,0.0,0.0669,0.0993,0.1251,0.0835,0.1311,0.0,0.016,0.0,0.3312,0.0435,0.0,0.0,Ca,Al,26.0958,0.0
6.399,0.1,0,26.4383,7.4381,0.0,2.6552,21.9807,0.2256,0.0993,0.8832,1.6719,0.0082,0.0,0.0335,0.0144,0.0277,0.0482,0.0696,0.0,0.0258,0.0,0.0,0.0264,0.0,0.0,Al,S,26.4383,0.0
6.499,0.1,0,19.4733,8.5043,0.0,2.6106,20.8866,0.2232,0.107,0.8846,1.5562,0.0,0.0,0.0328,0.0,0.064,0.0722,0.0502,0.0794,0.0097,0.0,0.4297,0.0028,0.0,0.0,Ca,S,20.8866,0.0
6.599,0.1,0,11.4788,7.1902,0.0,1.9299,18.1159,0.2004,0.0825,0.7503,1.3406,0.0117,0.0,0.0083,0.0069,0.0601,0.037,0.0447,0.0365,0.013,0.0,0.2357,0.0194,0.0,0.0,Ca,S,18.1159,0.0
6.699,0.1,0,7.3831,4.7999,0.0,2.2103,20.4845,0.2345,0.1043,0.9777,1.6422,0.0266,0.0,0.0304,0.0094,0.0797,0.0489,0.1627,0.0516,0.0329,0.0,0.3332,0.0,0.0,0.0067,Ca,S,20.4845,0.0
6.799,0.1,0,24.8588,10.5631,0.0578,2.2703,21.947,0.1964,0.0671,0.8952,1.447,0.0,0.0,0.0264,0.0234,0.0436,0.047,0.1042,0.0,0.0,0.0159,0.4418,0.0186,0.0,0.0,Al,Ni,24.8588,0.0
6.899,0.1,0,20.1695,6.443,0.168,2.4083,24.8077,0.2552,0.087,1.0276,1.8185,0.0114,0.0257,0.0294,0.0,0.0644,0.1084,0.019,0.1158,0.031,0.0395,0.0,0.0172,0.0,0.0074,Ca,As,24.8077,0.0
6.999,0.1,0,0.0,7.7427,0.0,2.5941,27.3605,0.3406,0.0919,1.4507,2.5169,0.0,0.0,0.0,0.0325,0.0862,0.0478,0.1475,0.0462,0.0223,0.1029,0.4495,0.0142,0.0,0.0,Ca,Al,27.3605,0.0
7.099,0.1,0,0.0,9.5696,0.0,2.7879,24.7208,0.3189,0.1521,1.3745,2.415,0.0,0.0,0.0483,0.0368,0.0836,0.0688,0.045,0.0,0.0209,0.0,0.0,0.0169,0.0235,0.0,Ca,Al,24.7208,0.0
7.199,0.1,0,25.8689,10.4022,0.0,2.8063,23.1485,0.18,0.1129,0.9198,1.7008,0.0,0.0,0.0232,0.0523,0.047,0.0097,0.064,0.0,0.0246,0.0,0.1622,0.0183,0.0,0.0,Al,S,25.8689,0.0
7.299,0.1,0,31.0876,12.5036,0.0,2.3827,23.3764,0.2111,0.082,0.8399,1.6267,0.0,0.0,0.0205,0.0,0.0737,0.0206,0.0423,0.0383,0.0277,0.0,0.1111,0.0243,0.0,0.0,Al,S,31.0876,0.0
7.399,0.1,0,0.0,3.1087,0.0,2.4867,24.6245,0.3536,0.1333,1.4977,3.1908,0.0,0.0,0.0868,0.009,0.0966,0.0151,0.0815,0.0949,0.0926,0.0966,0.2351,0.0262,0.0451,0.001,Ca,Al,24.6245,0.0
7.499,0.1,0,11.2048,6.8837,0.0592,2.3075,24.5793,0.2886,0.1115,1.1302,1.9875,0.009,0.0,0.0155,0.0342,0.0591,0.0764,0.1242,0.0,0.0346,0.0,0.232,0.0147,0.0071,0.0,Ca,Cu,24.5793,0.0
7.599,0.1,0,34.9222,8.7058,0.0,2.8778,21.7783,0.2912,0.1006,0.899,1.606,0.0131,0.0,0.0151,0.0031,0.0343,0.066,0.0748,0.0189,0.0155,0.0,0.0,0.0311,0.0,0.0,Al,S,34.9222,0.0
7.699,0.1,0,0.0,5.2863,0.0,3.0248,23.3956,0.3746,0.2094,1.4448,3.0109,0.0281,0.0,0.0376,0.0238,0.1284,0.0103,0.1071,0.1164,0.0366,0.0532,0.0,0.049,0.0,0.0074,Ca,Al,23.3956,0.0
7.799,0.1,0,10.9683,15.7918,0.0037,2.827,25.6531,0.3069,0.099,1.0695,1.8025,0.0081,0.0039,0.025,0.0,0.0,0.0271,0.0846,0.1408,0.054,0.0661,0.5341,0.028,0.0,0.024,Ca,As,25.6531,0.0
7.899,0.1,0,11.8663,9.6736,0.0,2.5822,24.9011,0.2926,0.1586,1.1337,1.7884,0.0,0.0,0.0303,0.0222,0.0657,0.0286,0.2011,0.0517,0.0,0.0632,0.2619,0.0324,0.0,0.0,Ca,S,24.9011,0.0
0.0,0.2,0,0.0,10.9478,0.0,2.1283,24.5506,0.2585,0.0501,1.3522,1.7026,0.0,0.0,0.0294,0.0732,0.0,0.1283,0.1006,0.0689,0.0809,0.1207,0.251,0.0273,0.0,0.0138,Ca,Al,24.5506,0.0
0.1,0.2,0,0.0,4.8242,0.0,1.8293,23.8235,0.2875,0.0416,1.5436,1.8879,0.0,0.0156,0.071,0.0,0.0908,0.0424,0.2794,0.0472,0.0858,0.0,0.0,0.0641,0.0,0.0072,Ca,Al,23.8235,0.0
0.2,0.2,0,7.0995,4.9412,0.0,1.5944,23.9602,0.2127,0.026,1.1924,1.6285,0.0133,0.006,0.0687,0.007,0.0614,0.0,0.1698,0.1284,0.052,0.054,0.1969,0.0658,0.0,0.0091,Ca,S,23.9602,0.0
0.3,0.2,0,38.3499,7.255,0.0,1.3866,24.1824,0.1394,0.0279,0.8377,1.1908,0.0088,0.0,0.0124,0.0,0.068,0.1062,0.0478,0.0176,0.0145,0.0,0.3253,0.0225,0.0,0.0105,Al,S,38.3499,0.0
0.4,0.2,0,43.0479,4.3406,0.1456,1.3582,24.5074,0.1218,0.0407,0.7967,1.1996,0.0024,0.0,0.0086,0.0432,0.0215,0.0327,0.0268,0.0,0.0103,0.0,0.0,0.0131,0.0819,0.0,Al,Cu,43.0479,0.0
0.5,0.2,0,47.0916,11.0599,0.0,1.7235,24.1618,0.1578,0.0453,0.8549,0.9632,0.0,0.0,0.0095,0.0214,0.0212,0.036,0.0974,0.0,0.0,0.0985,0.295,0.0043,0.0,0.0059,Al,S,47.0916,0.0
0.6,0.2,0,25.1361,10.6366,0.1385,1.7593,25.4718,0.1721,0.0104,0.9345,1.0361,0.0,0.0,0.0238,0.022,0.0057,0.0907,0.0499,0.0158,0.0108,0.0,0.1949,0.0079,0.0652,0.0,Ca,Ni,25.4718,0.0
0.7,0.2,0,29.0331,0.0,0.3366,1.4715,24.9761,0.2292,0.0314,1.025,1.1564,0.0,0.0,0.027,0.0217,0.0572,0.0671,0.11,0.0,0.0258,0.0582,0.3179,0.0128,0.0239,0.0,Al,Si,29.0331,0.0
0.8,0.2,0,19.4802,9.0082,0.0,1.5469,23.4402,0.2362,0.0385,0.957,1.1384,0.0,0.0,0.0078,0.0,0.0,0.0962,0.0004,0.0,0.0112,0.0,0.2672,0.0093,0.0,0.0,Ca,S,23.4402,0.0
0.9,0.2,0,36.3964,8.1049,0.0,1.6339,22.204,0.18,0.0304,0.7238,0.9829,0.0,0.0,0.0286,0.0237,0.0099,0.0,0.0788,0.0069,0.039,0.0,0.0776,0.0128,0.0048,0.0121,Al,S,36.3964,0.0
1.0,0.2,0,29.9203,16.1332,0.0,1.5001,22.1573,0.1623,0.0277,0.7351,0.9957,0.0219,0.0099,0.0207,0.0,0.0501,0.0139,0.1564,0.0,0.0143,0.0384,0.2592,0.0068,0.0,0.0031,Al,S,29.9203,0.0
1.1,0.2,0,19.726,13.6487,0.0,1.6444,21.591,0.1882,0.0142,0.9019,1.0561,0.0056,0.0,0.0232,0.0019,0.0543,0.093,0.0374,0.069,0.0,0.0387,0.3059,0.0127,0.0,0.004,Ca,S,21.591,0.0
1.2,0.2,0,27.15,12.7765,0.0,1.625,20.8194,0.2037,0.0455,0.8273,1.0301,0.0,0.0,0.0,0.0,0.0,0.0276,0.0493,0.0216,0.0677,0.0616,0.1186,0.0079,0.0,0.0096,Al,S,27.15,0.0
1.3,0.2,0,21.5851,5.4881,0.0,1.7943,22.189,0.2092,0.043,0.9474,1.3398,0.0366,0.0,0.0,0.0281,0.0,0.0783,0.0121,0.0839,0.0254,0.0,0.3381,0.0203,0.0,0.0,Ca,S,22.189,0.0
1.4,0.2,0,37.4897,14.8559,0.0,1.8361,22.933,0.1626,0.0369,0.7672,1.0737,0.0218,0.0,0.0221,0.0,0.0636,0.0289,0.0557,0.0,0.0285,0.0,0.1231,0.0215,0.0,0.0,Al,S,37.4897,0.0
1.5,0.2,0,5.288,6.1868,0.0,2.0361,25.285,0.1847,0.0518,1.2731,1.7328,0.012,0.0,0.0256,0.0,0.0671,0.1079,0.0324,0.1258,0.0288,0.0453,0.7168,0.024,0.0,0.0109,Ca,S,25.285,0.0
1.6,0.2,0,16.8122,5.548,0.0,2.0708,23.1486,0.2212,0.0374,1.0733,1.44,0.0,0.0,0.021,0.0292,0.0402,0.012,0.1241,0.0,0.0095,0.0,0.1791,0.0041,0.0395,0.016,Ca,S,23.1486,0.0
1.7,0.2,0,24.6264,16.3874,0.0,2.0893,21.6048,0.1951,0.0329,0.8979,1.2945,0.0,0.0048,0.0158,0.0,0.0439,0.0207,0.1093,0.0478,0.0252,0.0,0.2929,0.0147,0.0111,0.0,Al,S,24.6264,0.0
1.8,0.2,0,24.634,13.9553,0.0,2.2641,21.0523,0.2242,0.0441,0.8763,1.2981,0.0,0.0,0.0257,0.0,0.0208,0.0,0.0141,0.026,0.0092,0.0,0.2942,0.0052,0.0063,0.0011,Al,S,24.634,0.0
1.9,0.2,0,23.2419,4.5858,0.0,1.8471,21.9124,0.2449,0.0387,0.9221,1.3243,0.0,0.0,0.0229,0.0391,0.0064,0.0425,0.0,0.0,0.0197,0.0862,0.0811,0.001,0.0147,0.0,Al,S,23.2419,0.0
2.0,0.2,0,32.8059,0.0,0.0,1.832,22.8184,0.228,0.0446,0.8949,1.342,0.0174,0.0,0.0273,0.04,0.0809,0.0507,0.0952,0.0511,0.0158,0.0741,0.1068,0.0237,0.0204,0.0051,Al,Si,32.8059,0.0
2.1,0.2,0,10.5153,8.4911,0.0,1.8611,23.0526,0.2875,0.0444,1.0741,1.669,0.0319,0.0,0.0425,0.0,0.0308,0.0,0.1526,0.1183,0.0,0.0,0.2015,0.0214,0.0,0.0,Ca,S,23.0526,0.0
2.2,0.2,0,0.9317,5.0028,0.2458,2.0743,24.0258,0.41,0.0654,1.3204,2.1927,0.0134,0.0,0.0,0.0609,0.0671,0.0695,0.1279,0.0,0.023,0.0333,0.4922,0.0092,0.0,0.0,Ca,Cu,24.0258,0.0
2.3,0.2,0,15.2054,7.8485,0.0,1.9592,21.969,0.3917,0.0687,1.0071,1.8269,0.0056,0.0,0.0,0.0,0.0317,0.0893,0.0297,0.0,0.0342,0.0,0.0,0.0123,0.0,0.0,Ca,S,21.969,0.0
2.4,0.2,0,28.8534,7.3861,0.0,2.1911,20.394,0.3798,0.0377,0.9268,1.674,0.0186,0.0075,0.0,0.0123,0.0958,0.0181,0.0573,0.0551,0.0574,0.0218,0.047,0.0182,0.0001,0.0,Al,S,28.8534,0.0
2.5,0.2,0,0.0,10.8985,0.0,1.9632,20.9047,1.2331,0.0649,1.3045,2.2882,0.0,0.0,0.0477,0.0879,0.0279,0.0787,0.1079,0.0192,0.0343,0.0,0.1275,0.0074,0.0,0.0,Ca,Al,20.9047,0.0
2.6,0.2,0,10.7124,6.4875,0.0,1.9887,20.2586,1.6206,0.08,1.189,1.8092,0.0228,0.0175,0.0255,0.0,0.0834,0.0267,0.1003,0.0737,0.0512,0.0,0.5492,0.0276,0.0007,0.0,Ca,S,20.2586,0.0
2.7,0.2,0,28.6919,13.0483,0.0,1.9375,18.423,0.6998,0.0202,0.8657,1.2371,0.0106,0.014,0.0158,0.0,0.0486,0.0468,0.0614,0.0201,0.0,0.0395,0.3718,0.0001,0.0,0.0026,Al,S,28.6919,0.0
2.8,0.2,0,31.5713,18.0404,0.0,1.8965,17.8744,0.2211,0.0236,0.7929,1.2515,0.0154,0.0,0.021,0.0,0.0899,0.0322,0.0943,0.0348,0.0181,0.0916,0.1514,0.0063,0.0007,0.0,Al,S,31.5713,0.0
2.9,0.2,0,31.0485,10.8048,0.0,1.9209,17.5159,0.2096,0.0488,0.7867,1.2586,0.0133,0.0049,0.0203,0.0,0.0693,0.0475,0.0326,0.0351,0.0,0.054,0.1531,0.0006,0.0,0.0,Al,S,31.0485,0.0
3.0,0.2,0,0.0,8.4453,0.1187,1.8775,20.3176,0.2918,0.085,1.2791,1.9865,0.0,0.0,0.0326,0.0261,0.0888,0.1029,0.1053,0.038,0.045,0.0,0.2025,0.0,0.0,0.0,Ca,Al,20.3176,0.0
3.1,0.2,0,36.1046,15.9506,0.0,1.812,19.5097,0.2309,0.0573,0.7713,1.3719,0.0,0.0,0.0179,0.0057,0.0131,0.0426,0.0135,0.0,0.0317,0.0,0.1344,0.0108,0.0,0.0205,Al,S,36.1046,0.0
3.2,0.2,0,18.9537,10.5797,0.0,2.0458,19.5957,0.2355,0.0743,0.9336,1.7758,0.0237,0.0,0.0,0.0,0.0182,0.0778,0.0802,0.033,0.0682,0.0,0.2253,0.0127,0.039,0.0,Ca,S,19.5957,0.0
3.3,0.2,0,29.4137,9.3384,0.0,2.1542,18.7713,0.2369,0.0588,0.861,1.5643,0.0186,0.0,0.0098,0.0042,0.0055,0.0065,0.0495,0.0444,0.0,0.0285,0.1446,0.0172,0.0118,0.0018,Al,S,29.4137,0.0
3.4,0.2,0,23.3254,9.7013,0.0,2.156,19.6101,0.2561,0.0467,0.9474,1.5957,0.0,0.0,0.0182,0.0242,0.0262,0.0,0.0962,0.0098,0.0185,0.0,0.0838,0.0095,0.0,0.0,Al,S,23.3254,0.0
3.499,0.2,0,0.0,9.9085,0.0,1.89,21.2981,0.231,0.0991,1.4414,2.2171,0.0,0.0,0.0294,0.0168,0.0697,0.1348,0.08,0.0,0.0,0.0938,0.7586,0.004,0.0125,0.0,Ca,Al,21.2981,0.0
3.599,0.2,0,0.0,5.7124,0.0149,2.1718,19.9724,0.3026,0.0824,1.3892,2.2052,0.0389,0.0211,0.0473,0.0532,0.1816,0.0331,0.1484,0.0,0.0,0.0,0.3902,0.0377,0.0,0.0,Ca,Al,19.9724,0.0
3.699,0.2,0,29.7889,10.179,0.0,1.9373,17.4726,0.1945,0.0444,0.7947,1.1781,0.0259,0.0,0.0136,0.0036,0.0541,0.0,0.0648,0.0,0.0,0.0377,0.0491,0.0238,0.0,0.0,Al,S,29.7889,0.0
3.799,0.2,0,0.0,0.0,0.0,1.8254,21.1667,0.4699,0.1004,1.5499,2.4554,0.0234,0.0,0.0759,0.0775,0.0646,0.133,0.0291,0.0,0.0577,0.12,0.1534,0.0279,0.0411,0.0099,Ca,Al,21.1667,0.0
3.899,0.2,0,26.3766,2.4388,0.0,1.9318,20.0553,0.3095,0.0588,0.9366,1.4479,0.0085,0.0,0.0219,0.008,0.0495,0.0,0.0824,0.0421,0.031,0.0553,0.0922,0.0178,0.0,0.0048,Al,S,26.3766,0.0
3.999,0.2,0,16.9545,11.3853,0.0,1.9916,20.0596,0.244,0.0618,0.9074,1.524,0.0,0.0,0.0259,0.0,0.0092,0.0337,0.1166,0.0708,0.0274,0.0311,0.0777,0.0,0.0,0.0072,Ca,S,20.0596,0.0
4.099,0.2,0,0.0,6.8278,0.0,2.207,22.3928,0.3365,0.1155,1.3267,2.2315,0.0217,0.0,0.0121,0.0532,0.1977,0.094,0.1805,0.0,0.0,0.1208,0.5454,0.0181,0.0,0.0179,Ca,Al,22.3928,0.0
4.199,0.2,0,0.0229,6.3986,0.0755,2.2785,22.763,0.2847,0.0886,1.2853,2.2328,0.0543,0.0,0.0347,0.0214,0.0162,0.0249,0.0866,0.0,0.0,0.0395,0.1828,0.0374,0.0405,0.0,Ca,Cu,22.763,0.0
4.299,0.2,0,3.8109,5.1166,0.0,2.214,22.7088,0.327,0.1003,1.1674,2.1916,0.0169,0.0,0.0575,0.0211,0.0413,0.0393,0.0937,0.0876,0.0,0.0706,0.0,0.0264,0.0,0.0,Ca,S,22.7088,0.0
4.399,0.2,0,0.0,3.6833,0.0,2.3033,23.9441,0.3344,0.1354,1.4572,2.4334,0.0157,0.0,0.0455,0.0265,0.0784,0.0725,0.1674,0.0865,0.0228,0.1,0.2934,0.0026,0.0,0.0251,Ca,Al,23.9441,0.0
4.499,0.2,0,20.9492,7.9878,0.0532,2.1244,21.571,0.2891,0.0294,0.8615,1.5022,0.0,0.0,0.0,0.0,0.0834,0.1065,0.0078,0.034,0.0435,0.064,0.2226,0.0017,0.0,0.0,Ca,Ni,21.571,0.0
4.599,0.2,0,28.5729,6.839,0.0,2.1969,20.6712,0.4022,0.0701,0.7873,1.3889,0.0076,0.0,0.0195,0.0,0.0281,0.0291,0.082,0.0523,0.0282,0.0,0.3076,0.0071,0.0,0.0111,Al,S,28.5729,0.0
4.699,0.2,0,0.0,7.6682,0.212,2.0385,22.6356,0.8801,0.0764,1.2309,2.0876,0.0422,0.0143,0.0315,0.0,0.1145,0.0916,0.1781,0.1716,0.0192,0.0835,0.3437,0.0108,0.0,0.0038,Ca,Al,22.6356,0.0
